run_id,function,method,n,p,q,rep,seed_data,seed_model,status,error,train_time_sec,pred_time_sec,nit,njev,nfev,rmse,coverage_95,interval_len_95,dss_diag,dss_full
run_1005027538,borehole,LCGP,100,4,3,5,2791842574,547975410,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.287071249971632,0.12867050000932068,80,82,82,82.50586363089772,0.962,321.47253632402976,30.88231466793003,
run_1005027538,borehole,MOOGP,200,4,3,1,1882227481,3013628968,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16.37418429099489,0.028210290998686105,252,280,280,29.606362937038583,0.932,72.01353688484366,23.726173378959572,
run_1005027538,borehole,LCGP,200,4,3,1,1882227481,2128180717,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.5528556249919347,0.1369260000064969,176,189,189,41.56263262204886,0.966,132.81208823232214,26.96459969772153,
run_1005027538,borehole,MOOGP,200,4,3,2,1534279100,2661466309,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12.918190874974243,0.03852674999507144,201,231,231,25.044468839647244,0.93,63.48929394935858,23.401537229188722,
run_1005027538,borehole,LCGP,200,4,3,2,1534279100,3637150557,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.1573591249762103,0.14919116697274148,219,233,233,33.42599233562385,0.977,113.31491044886774,25.975524294751036,
run_1005027538,borehole,MOOGP,200,4,3,3,3472848077,683838818,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9.557471541978884,0.03404462500475347,152,168,168,46.14792147664845,0.925,113.83341311971446,25.70051742900515,
run_1005027538,borehole,LCGP,200,4,3,3,3472848077,3449867749,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.636262624990195,0.12740687502082437,178,190,190,58.85422911157293,0.976,215.55387542186165,27.943677173628075,
run_1005027538,borehole,MOOGP,200,4,3,4,948475116,1221015480,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9.048452667018864,0.034881250001490116,122,156,156,38.09512591476157,0.954,90.25716288322842,22.60286831589253,
run_1005027538,borehole,LCGP,200,4,3,4,948475116,2186488196,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.4989033339661546,0.1528765830444172,162,173,173,49.46061627130369,0.98,180.99723849788674,25.831227860544068,
run_1005027538,borehole,MOOGP,200,4,3,5,1222183249,3679092119,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10.376912667008583,0.02267837501130998,150,181,181,57.12683109554942,0.895,123.70795430385415,27.251012022397852,
