n_train,rep,seed,method,output,beta_type,beta_value,true_beta
25,41,20510362,MOGP,3,trend,-9.957901328062219,-8.373014073965729
25,41,20510362,OLS,1,intercept,-3.07708785077853,-1.6549207883921637
25,41,20510362,OLS,1,trend,5.5398114554879365,4.216267592457131
25,41,20510362,OLS,2,intercept,1.3343748111673142,1.672539605803907
25,41,20510362,OLS,2,trend,7.017178800850011,7.108133796228586
25,41,20510362,OLS,3,intercept,-0.5245964532776508,-0.1760633692862555
25,41,20510362,OLS,3,trend,-7.563062405338366,-8.373014073965729
25,42,20510363,MOOGP,1,intercept,-2.0369820513573305,-1.6549207883921637
25,42,20510363,MOOGP,1,trend,3.7389682745032715,4.216267592457131
25,42,20510363,MOOGP,2,intercept,1.7550709642990063,1.672539605803907
25,42,20510363,MOOGP,2,trend,6.877332203496059,7.108133796228586
25,42,20510363,MOOGP,3,intercept,-0.26846890499129206,-0.1760633692862555
25,42,20510363,MOOGP,3,trend,-8.310219613285957,-8.373014073965729
25,42,20510363,MOGP,1,intercept,-3.228735745552487,-1.6549207883921637
25,42,20510363,MOGP,1,trend,9.540449413234759,4.216267592457131
25,42,20510363,MOGP,2,intercept,1.1600253368967133,1.672539605803907
25,42,20510363,MOGP,2,trend,9.658143179362046,7.108133796228586
25,42,20510363,MOGP,3,intercept,0.6038085406312588,-0.1760633692862555
25,42,20510363,MOGP,3,trend,-12.410667018274108,-8.373014073965729
25,42,20510363,OLS,1,intercept,-2.1264622835630145,-1.6549207883921637
25,42,20510363,OLS,1,trend,4.036661112556551,4.216267592457131
25,42,20510363,OLS,2,intercept,1.697633417335644,1.672539605803907
25,42,20510363,OLS,2,trend,7.026963839943645,7.108133796228586
25,42,20510363,OLS,3,intercept,-0.18690373486760892,-0.1760633692862555
25,42,20510363,OLS,3,trend,-8.52925541458067,-8.373014073965729
25,43,20510364,MOOGP,1,intercept,-0.4739833353320151,-1.6549207883921637
25,43,20510364,MOOGP,1,trend,2.318415406041592,4.216267592457131
25,43,20510364,MOOGP,2,intercept,1.926430674429628,1.672539605803907
25,43,20510364,MOOGP,2,trend,6.632650943421127,7.108133796228586
25,43,20510364,MOOGP,3,intercept,-0.15928929908354217,-0.1760633692862555
25,43,20510364,MOOGP,3,trend,-8.275454990784118,-8.373014073965729
25,43,20510364,MOGP,1,intercept,-0.5873591913577707,-1.6549207883921637
25,43,20510364,MOGP,1,trend,6.003134439967663,4.216267592457131
25,43,20510364,MOGP,2,intercept,1.860649596068864,1.672539605803907
25,43,20510364,MOGP,2,trend,8.643028323244044,7.108133796228586
25,43,20510364,MOGP,3,intercept,-0.06651311282863226,-0.1760633692862555
25,43,20510364,MOGP,3,trend,-11.194094653576725,-8.373014073965729
25,43,20510364,OLS,1,intercept,-0.15641210875341172,-1.6549207883921637
25,43,20510364,OLS,1,trend,1.7730886388898826,4.216267592457131
25,43,20510364,OLS,2,intercept,2.0573537206896733,1.672539605803907
25,43,20510364,OLS,2,trend,6.32000676608554,7.108133796228586
25,43,20510364,OLS,3,intercept,-0.3622739513027077,-0.1760633692862555
25,43,20510364,OLS,3,trend,-7.82232008926297,-8.373014073965729
25,44,20510365,MOOGP,1,intercept,-2.818366564967093,-1.6549207883921637
25,44,20510365,MOOGP,1,trend,4.990058313092624,4.216267592457131
25,44,20510365,MOOGP,2,intercept,1.0616382599431722,1.672539605803907
25,44,20510365,MOOGP,2,trend,7.972003448451332,7.108133796228586
25,44,20510365,MOOGP,3,intercept,-0.24824617415084038,-0.1760633692862555
25,44,20510365,MOOGP,3,trend,-8.340853408072517,-8.373014073965729
25,44,20510365,MOGP,1,intercept,-3.7052135053958253,-1.6549207883921637
25,44,20510365,MOGP,1,trend,9.842297079175383,4.216267592457131
25,44,20510365,MOGP,2,intercept,0.6538112446022781,1.672539605803907
25,44,20510365,MOGP,2,trend,10.206579947236694,7.108133796228586
25,44,20510365,MOGP,3,intercept,0.4236906460656602,-0.1760633692862555
25,44,20510365,MOGP,3,trend,-11.989357834976843,-8.373014073965729
25,44,20510365,OLS,1,intercept,-3.1869926049230606,-1.6549207883921637
25,44,20510365,OLS,1,trend,6.1652435297125905,4.216267592457131
25,44,20510365,OLS,2,intercept,0.8896860486935172,1.672539605803907
25,44,20510365,OLS,2,trend,8.450238016863208,7.108133796228586
25,44,20510365,OLS,3,intercept,0.040292382125401455,-0.1760633692862555
25,44,20510365,OLS,3,trend,-9.142934204856013,-8.373014073965729
25,45,20510366,MOOGP,1,intercept,-2.6022480696441552,-1.6549207883921637
25,45,20510366,MOOGP,1,trend,7.193677415536937,4.216267592457131
25,45,20510366,MOOGP,2,intercept,1.9282210530534538,1.672539605803907
25,45,20510366,MOOGP,2,trend,6.776917519156179,7.108133796228586
25,45,20510366,MOOGP,3,intercept,-0.3374660684841819,-0.1760633692862555
25,45,20510366,MOOGP,3,trend,-8.316765472219707,-8.373014073965729
25,45,20510366,MOGP,1,intercept,-3.285251910178436,-1.6549207883921637
25,45,20510366,MOGP,1,trend,10.676231492984234,4.216267592457131
25,45,20510366,MOGP,2,intercept,1.5743097694754393,1.672539605803907
25,45,20510366,MOGP,2,trend,8.983483977484315,7.108133796228586
25,45,20510366,MOGP,3,intercept,0.2075300914593523,-0.1760633692862555
25,45,20510366,MOGP,3,trend,-11.523319023668828,-8.373014073965729
25,45,20510366,OLS,1,intercept,-2.524308965274823,-1.6549207883921637
25,45,20510366,OLS,1,trend,6.847231574797234,4.216267592457131
25,45,20510366,OLS,2,intercept,1.9792039643772363,1.672539605803907
25,45,20510366,OLS,2,trend,6.550274459872748,7.108133796228586
25,45,20510366,OLS,3,intercept,-0.40942956607500647,-0.1760633692862555
25,45,20510366,OLS,3,trend,-7.997135572310839,-8.373014073965729
25,46,20510367,MOOGP,1,intercept,-0.6328369431171662,-1.6549207883921637
25,46,20510367,MOOGP,1,trend,1.6915420690493441,4.216267592457131
25,46,20510367,MOOGP,2,intercept,1.30585754803925,1.672539605803907
25,46,20510367,MOOGP,2,trend,7.964540906175374,7.108133796228586
25,46,20510367,MOOGP,3,intercept,-0.1448960453658943,-0.1760633692862555
25,46,20510367,MOOGP,3,trend,-8.31948163065995,-8.373014073965729
25,46,20510367,MOGP,1,intercept,-2.6778587511425407,-1.6549207883921637
25,46,20510367,MOGP,1,trend,9.060948579703275,4.216267592457131
25,46,20510367,MOGP,2,intercept,0.1897184084679635,1.672539605803907
25,46,20510367,MOGP,2,trend,11.917347937062733,7.108133796228586
25,46,20510367,MOGP,3,intercept,1.1362673884826338,-0.1760633692862555
25,46,20510367,MOGP,3,trend,-13.148074969275072,-8.373014073965729
25,46,20510367,OLS,1,intercept,-0.3082230214190835,-1.6549207883921637
25,46,20510367,OLS,1,trend,0.6045313459845142,4.216267592457131
25,46,20510367,OLS,2,intercept,1.4756495064054724,1.672539605803907
25,46,20510367,OLS,2,trend,7.388902768493799,7.108133796228586
25,46,20510367,OLS,3,intercept,-0.36125303050813695,-0.1760633692862555
25,46,20510367,OLS,3,trend,-7.6152160714701855,-8.373014073965729
25,47,20510368,MOOGP,1,intercept,-1.1948239741093505,-1.6549207883921637
25,47,20510368,MOOGP,1,trend,1.4373374776305885,4.216267592457131
25,47,20510368,MOOGP,2,intercept,2.1494554357263955,1.672539605803907
25,47,20510368,MOOGP,2,trend,6.374035241850444,7.108133796228586
25,47,20510368,MOOGP,3,intercept,-0.4854976780377682,-0.1760633692862555
25,47,20510368,MOOGP,3,trend,-7.869758554620227,-8.373014073965729
25,47,20510368,MOGP,1,intercept,-1.5625307649480291,-1.6549207883921637
25,47,20510368,MOGP,1,trend,4.201520557626214,4.216267592457131
25,47,20510368,MOGP,2,intercept,2.053824171391037,1.672539605803907
25,47,20510368,MOGP,2,trend,8.881775450176107,7.108133796228586
25,47,20510368,MOGP,3,intercept,-0.36466099185175604,-0.1760633692862555
25,47,20510368,MOGP,3,trend,-11.201453832821349,-8.373014073965729
25,47,20510368,OLS,1,intercept,-1.0563664400788182,-1.6549207883921637
25,47,20510368,OLS,1,trend,0.9365600962244676,4.216267592457131
25,47,20510368,OLS,2,intercept,2.3031509494386078,1.672539605803907
25,47,20510368,OLS,2,trend,5.934802574957766,7.108133796228586
25,47,20510368,OLS,3,intercept,-0.7377696854194461,-0.1760633692862555
25,47,20510368,OLS,3,trend,-7.191966047561393,-8.373014073965729
25,48,20510369,MOOGP,1,intercept,-1.9175484111802372,-1.6549207883921637
25,48,20510369,MOOGP,1,trend,4.186889869331147,4.216267592457131
25,48,20510369,MOOGP,2,intercept,1.760215573609024,1.672539605803907
25,48,20510369,MOOGP,2,trend,7.291887473830247,7.108133796228586
25,48,20510369,MOOGP,3,intercept,-0.3175730827720642,-0.1760633692862555
25,48,20510369,MOOGP,3,trend,-8.211187837021711,-8.373014073965729
25,48,20510369,MOGP,1,intercept,-2.1182072012691773,-1.6549207883921637
25,48,20510369,MOGP,1,trend,8.845280838646628,4.216267592457131
25,48,20510369,MOGP,2,intercept,1.6720929345899487,1.672539605803907
25,48,20510369,MOGP,2,trend,9.239377771061685,7.108133796228586
25,48,20510369,MOGP,3,intercept,-0.2184651248817735,-0.1760633692862555
25,48,20510369,MOGP,3,trend,-10.802438462645899,-8.373014073965729
25,48,20510369,OLS,1,intercept,-1.84207117159911,-1.6549207883921637
25,48,20510369,OLS,1,trend,4.103301765639308,4.216267592457131
25,48,20510369,OLS,2,intercept,1.7871995321041876,1.672539605803907
25,48,20510369,OLS,2,trend,7.2643573481986685,7.108133796228586
25,48,20510369,OLS,3,intercept,-0.3730326293132165,-0.1760633692862555
25,48,20510369,OLS,3,trend,-8.142940022940861,-8.373014073965729
25,49,20510370,MOOGP,1,intercept,-2.019068119699169,-1.6549207883921637
25,49,20510370,MOOGP,1,trend,2.327244598994266,4.216267592457131
25,49,20510370,MOOGP,2,intercept,1.6775489217081514,1.672539605803907
25,49,20510370,MOOGP,2,trend,6.667365398807858,7.108133796228586
25,49,20510370,MOOGP,3,intercept,-0.2554922918112359,-0.1760633692862555
25,49,20510370,MOOGP,3,trend,-8.180973273750551,-8.373014073965729
25,49,20510370,MOGP,1,intercept,-2.0657755329456364,-1.6549207883921637
25,49,20510370,MOGP,1,trend,4.400004279473847,4.216267592457131
25,49,20510370,MOGP,2,intercept,1.6952769628504685,1.672539605803907
25,49,20510370,MOGP,2,trend,8.124689823322358,7.108133796228586
25,49,20510370,MOGP,3,intercept,-0.27370082354376546,-0.1760633692862555
25,49,20510370,MOGP,3,trend,-10.204904475674606,-8.373014073965729
25,49,20510370,OLS,1,intercept,-1.9434191670573278,-1.6549207883921637
25,49,20510370,OLS,1,trend,1.8280436766154151,4.216267592457131
25,49,20510370,OLS,2,intercept,1.7871783640670245,1.672539605803907
25,49,20510370,OLS,2,trend,6.192612791151263,7.108133796228586
25,49,20510370,OLS,3,intercept,-0.40089370976501026,-0.1760633692862555
25,49,20510370,OLS,3,trend,-7.536008525227929,-8.373014073965729
50,0,20760321,MOOGP,1,intercept,-3.384726550307251,-1.6549207883921637
50,0,20760321,MOOGP,1,trend,7.402145501578133,4.216267592457131
50,0,20760321,MOOGP,2,intercept,1.8564808020326478,1.672539605803907
50,0,20760321,MOOGP,2,trend,6.6198202350197,7.108133796228586
50,0,20760321,MOOGP,3,intercept,-0.2576602594052533,-0.1760633692862555
50,0,20760321,MOOGP,3,trend,-8.241021653365047,-8.373014073965729
50,0,20760321,MOGP,1,intercept,-3.7720906069054876,-1.6549207883921637
50,0,20760321,MOGP,1,trend,12.152279631861914,4.216267592457131
50,0,20760321,MOGP,2,intercept,1.7733246832248577,1.672539605803907
50,0,20760321,MOGP,2,trend,8.145813622527262,7.108133796228586
50,0,20760321,MOGP,3,intercept,0.05171127451463953,-0.1760633692862555
50,0,20760321,MOGP,3,trend,-11.520820446906445,-8.373014073965729
50,0,20760321,OLS,1,intercept,-3.5215544732869195,-1.6549207883921637
50,0,20760321,OLS,1,trend,7.749141746346438,4.216267592457131
50,0,20760321,OLS,2,intercept,1.8482982283048859,1.672539605803907
50,0,20760321,OLS,2,trend,6.698521694290864,7.108133796228586
50,0,20760321,OLS,3,intercept,-0.2100638947067201,-0.1760633692862555
50,0,20760321,OLS,3,trend,-8.427896806005577,-8.373014073965729
50,1,20760322,MOOGP,1,intercept,-0.9898061655658059,-1.6549207883921637
50,1,20760322,MOOGP,1,trend,4.645389751231542,4.216267592457131
50,1,20760322,MOOGP,2,intercept,1.4338021177803513,1.672539605803907
50,1,20760322,MOOGP,2,trend,7.12330051361852,7.108133796228586
50,1,20760322,MOOGP,3,intercept,-0.22552981709707431,-0.1760633692862555
50,1,20760322,MOOGP,3,trend,-8.24914550973659,-8.373014073965729
50,1,20760322,MOGP,1,intercept,-1.9872660502854655,-1.6549207883921637
50,1,20760322,MOGP,1,trend,9.112982356203931,4.216267592457131
50,1,20760322,MOGP,2,intercept,0.8846115669770311,1.672539605803907
50,1,20760322,MOGP,2,trend,8.216486213101636,7.108133796228586
50,1,20760322,MOGP,3,intercept,0.14421018429684995,-0.1760633692862555
50,1,20760322,MOGP,3,trend,-12.113031417941363,-8.373014073965729
50,1,20760322,OLS,1,intercept,-0.8491110182576923,-1.6549207883921637
50,1,20760322,OLS,1,trend,4.242913961922112,4.216267592457131
50,1,20760322,OLS,2,intercept,1.47621240741275,1.672539605803907
50,1,20760322,OLS,2,trend,6.985077312997123,7.108133796228586
50,1,20760322,OLS,3,intercept,-0.2759501276167491,-0.1760633692862555
50,1,20760322,OLS,3,trend,-8.066586899032758,-8.373014073965729
50,2,20760323,MOOGP,1,intercept,-1.597302770495312,-1.6549207883921637
50,2,20760323,MOOGP,1,trend,5.849584143247578,4.216267592457131
50,2,20760323,MOOGP,2,intercept,2.1238699657958886,1.672539605803907
50,2,20760323,MOOGP,2,trend,6.7400553503964,7.108133796228586
50,2,20760323,MOOGP,3,intercept,-0.16388129873188984,-0.1760633692862555
50,2,20760323,MOOGP,3,trend,-8.434309469762677,-8.373014073965729
50,2,20760323,MOGP,1,intercept,-2.0710424370409544,-1.6549207883921637
50,2,20760323,MOGP,1,trend,8.785620413338268,4.216267592457131
50,2,20760323,MOGP,2,intercept,1.6134305894989205,1.672539605803907
50,2,20760323,MOGP,2,trend,7.898101996022185,7.108133796228586
50,2,20760323,MOGP,3,intercept,-0.3669326748131665,-0.1760633692862555
50,2,20760323,MOGP,3,trend,-11.92270884847179,-8.373014073965729
50,2,20760323,OLS,1,intercept,-1.7141854583550502,-1.6549207883921637
50,2,20760323,OLS,1,trend,6.195919874313778,4.216267592457131
50,2,20760323,OLS,2,intercept,2.048591963456208,1.672539605803907
50,2,20760323,OLS,2,trend,6.960920576184735,7.108133796228586
50,2,20760323,OLS,3,intercept,-0.11501639503330915,-0.1760633692862555
50,2,20760323,OLS,3,trend,-8.585858562154183,-8.373014073965729
50,3,20760324,MOOGP,1,intercept,-1.3814408424465199,-1.6549207883921637
50,3,20760324,MOOGP,1,trend,4.6659544127442825,4.216267592457131
50,3,20760324,MOOGP,2,intercept,1.4570831713987111,1.672539605803907
50,3,20760324,MOOGP,2,trend,7.929541805679401,7.108133796228586
50,3,20760324,MOOGP,3,intercept,-0.25116966013986985,-0.1760633692862555
50,3,20760324,MOOGP,3,trend,-8.298403383910212,-8.373014073965729
50,3,20760324,MOGP,1,intercept,-1.926025683468275,-1.6549207883921637
50,3,20760324,MOGP,1,trend,7.921518041974269,4.216267592457131
50,3,20760324,MOGP,2,intercept,0.9780015604079599,1.672539605803907
50,3,20760324,MOGP,2,trend,8.799846520653913,7.108133796228586
50,3,20760324,MOGP,3,intercept,-0.4723872053056093,-0.1760633692862555
50,3,20760324,MOGP,3,trend,-11.429610852481844,-8.373014073965729
50,3,20760324,OLS,1,intercept,-1.3162948367090532,-1.6549207883921637
50,3,20760324,OLS,1,trend,4.404779503003456,4.216267592457131
50,3,20760324,OLS,2,intercept,1.4743583442794828,1.672539605803907
50,3,20760324,OLS,2,trend,7.830548466413934,7.108133796228586
50,3,20760324,OLS,3,intercept,-0.29637872366834517,-0.1760633692862555
50,3,20760324,OLS,3,trend,-8.09308113199588,-8.373014073965729
50,4,20760325,MOOGP,1,intercept,-1.4362730798038421,-1.6549207883921637
50,4,20760325,MOOGP,1,trend,3.6082913867304423,4.216267592457131
50,4,20760325,MOOGP,2,intercept,1.7563563729147913,1.672539605803907
50,4,20760325,MOOGP,2,trend,6.762192485384673,7.108133796228586
50,4,20760325,MOOGP,3,intercept,-0.2174131315242125,-0.1760633692862555
50,4,20760325,MOOGP,3,trend,-8.316820571823444,-8.373014073965729
50,4,20760325,MOGP,1,intercept,-1.227079139378513,-1.6549207883921637
50,4,20760325,MOGP,1,trend,7.179363495642187,4.216267592457131
50,4,20760325,MOGP,2,intercept,1.8559446125631158,1.672539605803907
50,4,20760325,MOGP,2,trend,8.527500479364821,7.108133796228586
50,4,20760325,MOGP,3,intercept,-0.3748606187978032,-0.1760633692862555
50,4,20760325,MOGP,3,trend,-10.92003791130424,-8.373014073965729
50,4,20760325,OLS,1,intercept,-1.3360959727646478,-1.6549207883921637
50,4,20760325,OLS,1,trend,3.336720811702264,4.216267592457131
50,4,20760325,OLS,2,intercept,1.8022487466416213,1.672539605803907
50,4,20760325,OLS,2,trend,6.636401275661984,7.108133796228586
50,4,20760325,OLS,3,intercept,-0.2953194697726113,-0.1760633692862555
50,4,20760325,OLS,3,trend,-8.108804704400688,-8.373014073965729
50,5,20760326,MOOGP,1,intercept,-3.309598133703779,-1.6549207883921637
50,5,20760326,MOOGP,1,trend,7.6879326977784554,4.216267592457131
50,5,20760326,MOOGP,2,intercept,1.3054243988444725,1.672539605803907
50,5,20760326,MOOGP,2,trend,7.315830142001317,7.108133796228586
50,5,20760326,MOOGP,3,intercept,-0.21458922644998957,-0.1760633692862555
50,5,20760326,MOOGP,3,trend,-8.289177452687243,-8.373014073965729
50,5,20760326,MOGP,1,intercept,-3.506965558592512,-1.6549207883921637
50,5,20760326,MOGP,1,trend,11.60291622125079,4.216267592457131
50,5,20760326,MOGP,2,intercept,1.1685658529710778,1.672539605803907
50,5,20760326,MOGP,2,trend,8.659562781897101,7.108133796228586
50,5,20760326,MOGP,3,intercept,-0.17147957037104877,-0.1760633692862555
50,5,20760326,MOGP,3,trend,-11.544650868820778,-8.373014073965729
50,5,20760326,OLS,1,intercept,-3.2699885447707917,-1.6549207883921637
50,5,20760326,OLS,1,trend,7.666490346811575,4.216267592457131
50,5,20760326,OLS,2,intercept,1.3399324515523905,1.672539605803907
50,5,20760326,OLS,2,trend,7.2738938001287625,7.108133796228586
50,5,20760326,OLS,3,intercept,-0.22629148031584492,-0.1760633692862555
50,5,20760326,OLS,3,trend,-8.298829164223573,-8.373014073965729
50,6,20760327,MOOGP,1,intercept,0.6390261586137905,-1.6549207883921637
50,6,20760327,MOOGP,1,trend,0.6129748799927657,4.216267592457131
50,6,20760327,MOOGP,2,intercept,1.845225223410238,1.672539605803907
50,6,20760327,MOOGP,2,trend,6.946098510373378,7.108133796228586
50,6,20760327,MOOGP,3,intercept,-0.09091075206727428,-0.1760633692862555
50,6,20760327,MOOGP,3,trend,-8.539409496675649,-8.373014073965729
50,6,20760327,MOGP,1,intercept,1.5524583599271873,-1.6549207883921637
50,6,20760327,MOGP,1,trend,3.0745345403793385,4.216267592457131
50,6,20760327,MOGP,2,intercept,2.3862401423365096,1.672539605803907
50,6,20760327,MOGP,2,trend,8.324901499076804,7.108133796228586
50,6,20760327,MOGP,3,intercept,-0.7604958366922734,-0.1760633692862555
50,6,20760327,MOGP,3,trend,-10.468892862836885,-8.373014073965729
50,6,20760327,OLS,1,intercept,0.5450854897352242,-1.6549207883921637
50,6,20760327,OLS,1,trend,0.9190286866975673,4.216267592457131
50,6,20760327,OLS,2,intercept,1.8047002151176816,1.672539605803907
50,6,20760327,OLS,2,trend,7.080494166694751,7.108133796228586
50,6,20760327,OLS,3,intercept,0.0018704867796910947,-0.1760633692862555
50,6,20760327,OLS,3,trend,-8.837251669435792,-8.373014073965729
50,7,20760328,MOOGP,1,intercept,-1.872970783929405,-1.6549207883921637
50,7,20760328,MOOGP,1,trend,3.41253277714686,4.216267592457131
50,7,20760328,MOOGP,2,intercept,1.9871469710129457,1.672539605803907
50,7,20760328,MOOGP,2,trend,6.635816969635986,7.108133796228586
50,7,20760328,MOOGP,3,intercept,-0.2353390209052444,-0.1760633692862555
50,7,20760328,MOOGP,3,trend,-8.207659348689704,-8.373014073965729
50,7,20760328,MOGP,1,intercept,-2.5576404084929183,-1.6549207883921637
50,7,20760328,MOGP,1,trend,7.861779620016317,4.216267592457131
50,7,20760328,MOGP,2,intercept,1.3392940453353512,1.672539605803907
50,7,20760328,MOGP,2,trend,9.668950314391529,7.108133796228586
50,7,20760328,MOGP,3,intercept,-0.21463268346440856,-0.1760633692862555
50,7,20760328,MOGP,3,trend,-10.910263906531409,-8.373014073965729
50,7,20760328,OLS,1,intercept,-1.9088849077528829,-1.6549207883921637
50,7,20760328,OLS,1,trend,3.4079785493572943,4.216267592457131
50,7,20760328,OLS,2,intercept,1.964648290487373,1.672539605803907
50,7,20760328,OLS,2,trend,6.632772764721417,7.108133796228586
50,7,20760328,OLS,3,intercept,-0.20716564010952515,-0.1760633692862555
50,7,20760328,OLS,3,trend,-8.205149306287563,-8.373014073965729
50,8,20760329,MOOGP,1,intercept,-2.511855922237755,-1.6549207883921637
50,8,20760329,MOOGP,1,trend,5.599139498273697,4.216267592457131
50,8,20760329,MOOGP,2,intercept,1.8828637559426977,1.672539605803907
50,8,20760329,MOOGP,2,trend,6.697733320941322,7.108133796228586
50,8,20760329,MOOGP,3,intercept,-0.12786703725754478,-0.1760633692862555
50,8,20760329,MOOGP,3,trend,-8.426187966187088,-8.373014073965729
50,8,20760329,MOGP,1,intercept,-3.4558425012183744,-1.6549207883921637
50,8,20760329,MOGP,1,trend,10.615158339587325,4.216267592457131
50,8,20760329,MOGP,2,intercept,1.4589236774673866,1.672539605803907
50,8,20760329,MOGP,2,trend,8.955281640723152,7.108133796228586
50,8,20760329,MOGP,3,intercept,0.4524493135881871,-0.1760633692862555
50,8,20760329,MOGP,3,trend,-11.444457475042224,-8.373014073965729
50,8,20760329,OLS,1,intercept,-2.3467519459987436,-1.6549207883921637
50,8,20760329,OLS,1,trend,5.158409125565564,4.216267592457131
50,8,20760329,OLS,2,intercept,1.9512200534634032,1.672539605803907
50,8,20760329,OLS,2,trend,6.5329916644577555,7.108133796228586
50,8,20760329,OLS,3,intercept,-0.21888538053259454,-0.1760633692862555
50,8,20760329,OLS,3,trend,-8.14196523756185,-8.373014073965729
50,9,20760330,MOOGP,1,intercept,-0.4378236035038575,-1.6549207883921637
50,9,20760330,MOOGP,1,trend,2.8345032782333774,4.216267592457131
50,9,20760330,MOOGP,2,intercept,1.3878904181390679,1.672539605803907
50,9,20760330,MOOGP,2,trend,7.684661348116142,7.108133796228586
50,9,20760330,MOOGP,3,intercept,-0.1640287827336131,-0.1760633692862555
50,9,20760330,MOOGP,3,trend,-8.234054061154925,-8.373014073965729
50,9,20760330,MOGP,1,intercept,-1.0383635137665377,-1.6549207883921637
50,9,20760330,MOGP,1,trend,9.368206077370282,4.216267592457131
50,9,20760330,MOGP,2,intercept,1.1564156743649434,1.672539605803907
50,9,20760330,MOGP,2,trend,10.26258693986976,7.108133796228586
50,9,20760330,MOGP,3,intercept,0.20484683397749226,-0.1760633692862555
50,9,20760330,MOGP,3,trend,-12.13639268601645,-8.373014073965729
50,9,20760330,OLS,1,intercept,-0.5116297123595651,-1.6549207883921637
50,9,20760330,OLS,1,trend,2.814144805795226,4.216267592457131
50,9,20760330,OLS,2,intercept,1.3730804195036475,1.672539605803907
50,9,20760330,OLS,2,trend,7.680935002886798,7.108133796228586
50,9,20760330,OLS,3,intercept,-0.11796040030670145,-0.1760633692862555
50,9,20760330,OLS,3,trend,-8.260763231559704,-8.373014073965729
50,10,20760331,MOOGP,1,intercept,-1.7729458446201147,-1.6549207883921637
50,10,20760331,MOOGP,1,trend,5.603412848026152,4.216267592457131
50,10,20760331,MOOGP,2,intercept,1.9331062410756914,1.672539605803907
50,10,20760331,MOOGP,2,trend,6.727941488757153,7.108133796228586
50,10,20760331,MOOGP,3,intercept,-0.1903546062678867,-0.1760633692862555
50,10,20760331,MOOGP,3,trend,-8.395455269105407,-8.373014073965729
50,10,20760331,MOGP,1,intercept,-1.2940813061495557,-1.6549207883921637
50,10,20760331,MOGP,1,trend,8.245024849988239,4.216267592457131
50,10,20760331,MOGP,2,intercept,1.6255578289310786,1.672539605803907
50,10,20760331,MOGP,2,trend,7.954173028692678,7.108133796228586
50,10,20760331,MOGP,3,intercept,-0.2511876321327131,-0.1760633692862555
50,10,20760331,MOGP,3,trend,-11.431365875439036,-8.373014073965729
50,10,20760331,OLS,1,intercept,-1.7077243195332013,-1.6549207883921637
50,10,20760331,OLS,1,trend,5.540769728290252,4.216267592457131
50,10,20760331,OLS,2,intercept,1.9237660744855092,1.672539605803907
50,10,20760331,OLS,2,trend,6.720854786821659,7.108133796228586
50,10,20760331,OLS,3,intercept,-0.19124231645471057,-0.1760633692862555
50,10,20760331,OLS,3,trend,-8.38963364879369,-8.373014073965729
50,11,20760332,MOOGP,1,intercept,-1.3563386380193398,-1.6549207883921637
50,11,20760332,MOOGP,1,trend,3.246799268258779,4.216267592457131
50,11,20760332,MOOGP,2,intercept,1.0206356704094786,1.672539605803907
50,11,20760332,MOOGP,2,trend,8.23424420928336,7.108133796228586
50,11,20760332,MOOGP,3,intercept,-0.17451063253165078,-0.1760633692862555
50,11,20760332,MOOGP,3,trend,-8.332267563731532,-8.373014073965729
50,11,20760332,MOGP,1,intercept,-1.178199446059771,-1.6549207883921637
50,11,20760332,MOGP,1,trend,5.839940870208799,4.216267592457131
50,11,20760332,MOGP,2,intercept,0.696831974696698,1.672539605803907
50,11,20760332,MOGP,2,trend,9.200265302524157,7.108133796228586
50,11,20760332,MOGP,3,intercept,-0.30141774822193224,-0.1760633692862555
50,11,20760332,MOGP,3,trend,-11.265427933127988,-8.373014073965729
50,11,20760332,OLS,1,intercept,-1.3017908788499115,-1.6549207883921637
50,11,20760332,OLS,1,trend,3.0793096919380667,4.216267592457131
50,11,20760332,OLS,2,intercept,1.0146572132833152,1.672539605803907
50,11,20760332,OLS,2,trend,8.196997654438656,7.108133796228586
50,11,20760332,OLS,3,intercept,-0.20917943194445307,-0.1760633692862555
50,11,20760332,OLS,3,trend,-8.212809156553362,-8.373014073965729
50,12,20760333,MOOGP,1,intercept,-1.9875590852666347,-1.6549207883921637
50,12,20760333,MOOGP,1,trend,5.909332976701458,4.216267592457131
50,12,20760333,MOOGP,2,intercept,1.7676616877505826,1.672539605803907
50,12,20760333,MOOGP,2,trend,6.892677252913162,7.108133796228586
50,12,20760333,MOOGP,3,intercept,-0.13986617428371861,-0.1760633692862555
50,12,20760333,MOOGP,3,trend,-8.412122790827578,-8.373014073965729
50,12,20760333,MOGP,1,intercept,-1.7441234784616944,-1.6549207883921637
50,12,20760333,MOGP,1,trend,9.052561807540018,4.216267592457131
50,12,20760333,MOGP,2,intercept,1.767280991747067,1.672539605803907
50,12,20760333,MOGP,2,trend,8.851403120146733,7.108133796228586
50,12,20760333,MOGP,3,intercept,-0.16877072479830524,-0.1760633692862555
50,12,20760333,MOGP,3,trend,-11.157678250322574,-8.373014073965729
50,12,20760333,OLS,1,intercept,-1.874245169528973,-1.6549207883921637
50,12,20760333,OLS,1,trend,5.602984338977625,4.216267592457131
50,12,20760333,OLS,2,intercept,1.8264889432978337,1.672539605803907
50,12,20760333,OLS,2,trend,6.726636968955192,7.108133796228586
50,12,20760333,OLS,3,intercept,-0.22470779058109583,-0.1760633692862555
50,12,20760333,OLS,3,trend,-8.174280564773788,-8.373014073965729
